text,label
কর্মধারয় সমাসের প্রকার ভেদ টা আলোচনা করলে খুব ভালো হতো,0
"ধন্যবাদ, এটা মানতেই হবে আপনি খুব ভালো বোঝান। চালিয়ে যান।",1
ভাইয়া আপনার কাজগুলা সত্যিই অসাধারণ।আপনার একটা ভিডিও ও মিস দেয়ার মতোন না😇😇,1
যে ভিডিও মানুষের উপকারে আসে না ঐরকম ভিডিও বানিয়ে লাভ কি,0
এতো সুন্দর করে বোঝালেন যে কমেন্ট করতে বাধ্য হয়লাম,1
ছেসরার মত লাগে কেমন,0
ভিডিও কোথা থেকে শুরু করবেন এটা ভেবে নেন আগে,0
ভাই আপনি অনেক সুন্দর করে বুঝাইছেন। ধন্যবাদ!,1
অনেক ধন্যবাদ আপনি খুব সুন্দর করে  বুঝিয়ে বলতে পারেন যেটা আমি আমার university teachers দের কাছ থেকে বুঝতে পারিনি। keep it up bro.allah bless u ✌,1
ভাইয়ার টিউটোরিয়ালে মনে হয় মধু আছে আপনার ভয়েস শুনলেই মনে হয় অর্ধেক শিখে ফেলেছি,1
মেডিকেল এ টিকছেন কেমন করি কিছু ত পারেন না  বাইওলগজি তে,0
কি দরকার ছিল নজরুলের এত কঠিন ভাষায় কবিতা লিখার😩,0
এই ই-লার্নিং ভিডিওটি খুব অপ্রভাবকারী ছিল। বোরিং এবং অস্বাভাবিক বলে মনে হচ্ছে।,0
ভিডিওটির ব্যাকগ্রাউন্ড সম্পর্কে অনেক কিছু শিখতে পেরেছি।,1
এই কোর্সটি আমার আগামীকাজের জন্য খুব গুরুত্বপূর্ণ ছিল।,1
খুব খুব খুব সুন্দর লেকচার।,1
ভাইরে ভাই কি পড়া  আগা মাথা কিচ্ছু নাই,0
কোর্সটি প্রদান করা মটিভেশনের সাথে পূর্ণ করেনি।,0
"ভাই আপনাকে অনেক ধন্যবাদ সুন্দর করে বুঝিয়ে দেওর জন্য,,, আমি খুব সহজে বুঝতে পারছি তাই",1
আপনি নিজেকে অনেক বড় বোকা মনে করেন,0
একজন মানুষ কি ভাবে এত হাসিখুশি হয়!!,1
আপনাকে অসংখ্য ধন্যবাদ।আপনার ভিডিও গুলো  থেকে অনেক কিছু শিখেছি।আপনিই একজন আদর্ শিক্ষক।❤,1
নতুন একটা সিস্টেমে আজ সমাস শিখলাম। সত্যিই যাদু আছে আপনার শিখাবার পদ্বতিতে।,1
ভাইয়া আপনি আরেকটু সহজ ভাবে বলুন,1
এই কোর্সটি আমার জন্য প্রাপ্য না ছিল।,0
এই কোর্সটি আমার ক্যারিয়ারে নতুন দিকে নিয়ে গিয়েছে।,1
"খুব সুন্দর, ভালো ভাবে বুঝতে পেরেছি",1
ধন্যবাদ এতো ভালো করে বুঝিয়ে দেওয়ার জন্য,1
আপনার লেখাগুলো আরেকটু বড় করলে ভালো হয়,0
"ভাই, আপনি অসাধারণ একজন শিক্ষক। অসংখ্য ধন্যবাদ আপনাকে।",1
"অনেক সুন্দর বুঝাইছেন,ধন্যবাদ।  বাট নোট করতে একটু বাধা হইছে সাবটাইটেল এর কারণে।",0
আমি এই পাঠ্যমালা সম্পর্কে সর্বোত্তম মূল্যায়ন দিতে পারি।,1
সব ধান্দাবাজ শালারা,0
কোর্সটি আমার কর্মসূচি বা ক্যারিয়ারে সাহায্য করতে পারেনি।,0
দুই পয়সার হালা পোলা বুয়েটের ভাব চোদাস,0
"পড়ানোর সময় বলছিলেন অনেক কমন পাবো, কিন্তু হালার পোলা কোনো কমন ই পাইলাম না হেডা",0
আপনার জন্য আল্লাহ তাআলার কাছে দোয়া করি,1
"আলহামদুলিল্লাহ,, অনেক সহজ করে এর কাছে বুজলাম,,🥰🥰🥰আসলেই,,সমাস বুজতে লাগে না ৬ মাস",1
আমি পেড়েছী আলহামডূ লীল্লাহ,1
আল্লাহ তাআলা আপনাকে দীর্ঘজিবি করুক,1
আল্লাহ  আপনারে বাচাইয়া রাখুক আপনি বাংলাদেশের  সেরা শিক্ষক,1
এত কঠিন বিষয় এত সহজ করে কিভাবে বোঝালেন,1
এককথায় দাদা আপনি অসাধারণ শিক্ষক 🙏,1
আবাল তাবাল পরাস,0
ধন্যবাদ আপনাকে এত ভিডিও আরো প্রয়োজন,1
লেখাগুলো একটু ভালোভাবে বোঝা গেলে ভালো হয়।,0
জালি মাল unsubscribe করে দিলাম,0
এই লেসনটি দেখার পর আমার মনোভাব awesome sir🤞🤞😽,1
"ধন্যবাদ, ছবির মাধ্যমে  কবিতা উপস্থাপন পদ্ধতিটা আপনার অনেক সুন্দর।nice nice nice videi",1
আজারে টপিক না পড়াই গুছায়ে পড়ান যাতে মানুষ মূলভাবটা বুঝতে পারে,0
আপনার বুঝানোর দক্ষতা অনেক ভালো,1
আপনার হাসিটা অনেক সুন্দর,1
অনেক ধন্যবাদ স্যার।আমি আপনার নিয়মিত ছাত্রী।দোয়া করবেন।,1
চমৎকার ক্লাস।অনেক কিছু শিখলাম ❤️,1
অনেক উপকার হলো আমার সহ সকল viewers এর।ধন্যবাদ স্যার।great job,1
আসসালামু আলাইকুম  ভাই আপনাকে অনেক অনেক ধন্যবাদ....,1
ধুর বাল আকতে কেন হবে না বুঝায়ে,0
"আলহামদুলিল্লাহ্,, বুঝতে পারছি ভাই,, ধন্যবাদ আপনাকে 😍😍",1
শিক্ষাজীবনে আজকে সমাস শিখলাম।আপনার প্রত্যেকটি কথাই মনে থাকবে।আমাদের জন্য দো করবেন।আল্লাহ আপনাকে দীর্ঘহাত দান করুক।আমিন।,1
"উপমান, উপমান এবং মধ্যপদলোপ দ্বারা বোঝানো হয়নি  ",0
এই কোর্সটি আমার প্রয়োজনীয় স্বল্পতা পূর্ণ করে।,1
আলহামদুলিল্লাহ ভাই অনেক কিছু জানতে পারলাম।অর্থাৎ না বুঝা  কথাগুলো আপনি বুঝিয়ে দিতে সক্ষম হয়েছেন।দো ও ভালোবাসা রইলো এগিয়ে যান,1
আজকে তো ভাই সি প্রোগ্রামিং নিয়ে ভিডিও দেয়ার কথা ছিল,0
"খুব কম মানুষই আপনার মতো বুঝাতে পারে, আমি  এইচএসসি এডমিশনের জন্য আপনার ভিডিও থেকে শিখছি। ধন্যবাদ স্যাঁর❤️",1
এইমাত্র দেখলাম...খুবই উপকার হলো...ধন্যবাদ এতো সুন্দর ভাবে বুঝানোর জন্য 😍😍😍😍😍😍😍😍😍😍,1
"কবিতাটি ভালোর জন্যই ছিলো তবে সে কিছু জায়গায় এমন কথা বেবহ্যার করেছেন সেগুলো আমিও মানতে পারি না, সরাসরি শিরক হবে",0
কোর্স সম্পরকে ধারনাই তো নাই পরাবেন কি??,0
কবিতা যত সহজ ভাবে পারেন বুজান,0
আপনার ক্লাসের প্রেমে পরে গেলাম ❤,1
মুরগি চোরের মত হেয়ার স্টাইল,0
শিক্ষনীয় ভিডিওর মধ্যে এত এড থাকলে কেমনে হবে,0
"কিছু বলার নাই ভাই,,, এককথায়  চমৎকার 👍👍",1
ভাই চাপাবাজি একটু কমায় ফেলেন। ভিডিওর মাঝখানে বারবার বইয়ের প্রাচার করেন কেন? একবার করলেই ত হয়😡,0
কোর্সটি প্রদান করা মটিভেশনের সাথে পূর্ণ করেনি।,0
সাজেশন কমন আসে নাই,0
খুব ভালো পরান স্যর❤️❤️❤️,1
ভাই অসংখ্য ধন্যবাদ আপনাকে। এত সুন্দর বোঝানোর জন্য। 👍👍👍👍🙏🙏🙏🙏,1
ভাই আপনাকে কি করে যে ধন্যবাদ জানাবো😐😐 এত সুন্দর করে সহজভাবে  মনে হয় কেউ বুঝিয়ে পড়াবেনা🙂 আল্লাহ আপনাকে নেক হাত দান করুক.. আমার বাংলা বাম হাতের খেল লাগতেছে আপনার ক্লাসগুলো করে😍,1
কোর্সটি প্রাথমিক আবেগ বা স্তর পূর্বের জন্য যোগ্য ছিল না।,0
"এতো সুন্দর করে বোঝালেন যে কমেন্ট করতে বাধ্য হয়লাম,,, এককথায় অসাধারণ সব ভিডিওগুলো আমি দেখছি আমি বুঝেছিও অনেক ধন্যবাদ আপনাকে 😊😊😊😊",1
স্যার আপনি অসাধারন সুন্দরভাবে বুঝান,1
সত্যি দাদা আপনি অনেক সুন্দর করে বুঝিয়ে দিলেন।,1
ধন্যবাধ ভাইয়া। অারো অনেক ভিডিও অাপলোড করবেন।অামরা ৩১ জনে অাপনার ক্লাস গুলি প্রজেক্টরের মাধ্যমে করি।,1
দারুন দারুন দারুন। এত সুন্দর সাবলিল ভাবে বাচ্চাদের মত বোঝালেন। ধন্যবাদ দিয়ে ছোট করা ঠিক হবে না।,1
"আপনার জন্য দেশের ২০ লাখ শিক্ষার্থী উপকৃত হচ্ছে, ধন্যবাদ স্যার।",1
কালকে আইসিটি  এক্সাম HSC. আজকে শিখতেসি এটা। ধন্যবাদ ♥,1
ভাই আপনার প্রতিটি ক্লাস অনেক অনেক ভাল লাগে,1
আপনাকে ধন্যবাদ 2023 সালে দেখে আমি অনেক উপকৃত হয়েছি,1
ভাই কি শেখালেন! বাহ বাহ! এরকমভাবে যদি আমাদের শিক্ষকরা শেখাতো তাহলে হয়তো বাংলা ব্যাকরণ নিয়ে এতটা প্যারা খাইতাম না। শিক্ষাজিবনের শেষে এসে ব্যাকরণ শিখলাম। ধন্যবাদ আপনাকে।,1
চল বিদ্যুৎ নিয়ে একটা ভিডিও  বানালে ভালো হতো,1
খুব ভালো লাগলো। আমি আপনার প্রায়  সব বিডিও দেখি।৷ From কিশোরগঞ্জ ❤,1
সপ্তম শ্রেণীতেই আপনার কাছ থেকে এত ভালভাবে সমাস বুজতে পেরে আমি কৃতজ্ঞ।সেলুট 🥰,1
"ভাইয়া আমাদের কলেজে বেশিরভাগ স্টুডেন্ট জাভাতে ফেল করেছে কিন্তু আপনার ভিডিও দেখে আমি পরীক্ষার হলে বসে থেকে প্রোগ্রাম বানিয়ে লিখেছি এবং পাশ করেছি।
 
 আপনার বোঝানোর ধরণ তা আমার অনেক ভালো লাগে।
 যাইহোক অনেক দোয়া রইলো আপনার জন্য।",1
বাংলা বিষয়ের জন্য একমাত্র আমি আপনার ভিডিও দেখি।।আমার মতে বাংলার জন্য আপনি বেষ্ট🥰❤️,1
"ধন্যবাদ ধন্যবাদ ধন্যবাদ,,,, এত সুন্দর করে গল্পটি  বুঝানোর জন্য,,,,,, গল্পটা পড়ার আগে ভিডিওটা শুনছি,,,, আশা করি অনেক মজা পাবো এখন পড়ে,,,",1
ধন্যবাদ রাহাদ ভাই।।।।।। আসলে অনেক ভালো লাগলো ভিডিওটা দেখে।।।।।,1
এই ক্লাসে কিছু নতুন শেখা যায়নি।,0
"অনেক ধন্যবাদ স্যর,এড সুন্দর ভাবে বুজিয়ে দেওয়া জন্য",1
বেশি কাবিল ইতে,0
"অসাধারণ ভাবে বুঝিয়েছেন sir, আমি India থেকে বলছি, সত্যিই এমনভাবে বোধহয় কেউ সহজ করে দেয়নি জিনিসটা। ভালো থাকবেন sir.... ❤️❤️❤️❤️",1
কি ব্যাপার চান্দ্রা? আমার মত করে মার দিতে আসো?,0
নজরুলের এত কঠিন ভাষায় কবিতা লেখার কি দরকার ছিল,0
সত্যি বলছি আমি ক্লাসে এত মনযোগ দিয়ে থাকি তাও এভাবে বুঝতে পারিনা  এই ভিডিও তাতে জা বুঝলাম আমি 3মাস ক্লাস করে বুঝতে পারিনি  আপনাকে ধন্যবাদ,1
"এত সুন্দর ভাবে আমাদেরকে বুঝিয়ে দেওর জন্য,,,,,  আপনার ভবিষ্যত ও দীর্ঘায়ু কামনা করছি 💝💝💝",1
কিসের মধ্যে কি? পান্তা ভাতে ঘি,0
আমি ভারতের পশ্চিমবঙ্গ থেকে । আমার পুলিশের পরীক্ষার প্রস্তুতির জন্য সমাসের ক্লাস টা দেখলাম ।খুব সহজ মনে হলো । ধন্যবাদ💐,1
আলহামদুলিল্লাহ অনেক সুন্দর ভাবে বুঝতে পারছি। কিন্তু ভাইয়া যদি ডিজিটাল বোর্ডে লিখে বুঝাতেন আমার খাতায় লিখে রাখতে পারতাম।,1
"ভালো লাগলো, খুব সুন্দরভাবে তুলে ধরলেন।",1
ধন্যবাদ খুবই ভালো লাগলো আপনার বোঝানো।💓💓,1
"আল্লাহ  আপনার নেক হাত দান করুন,,অনেক বড় টেনশান থেকে মুক্তি পেলাম আপনার  ভিডিং টা দেখে,মাশাল্লাহ  বুজানি অনেক সুন্দর।",1
বাড়া কি পরাস,0
কবিতার সরল অনুবাদের কোনো দরকার হয় না সবাই এমনি বুঝে। ভাবার্থ দেন পারলে,0
টপিক গুলো আরো সহজ ভাবে বুঝাতে পারতেন,0
"স্যার, আপনার ভিডিওগুলো নিঃসন্দেহে অনেক অনেক ভালো। এগুলো দেখে সি প্রোগ্রামিং শিখেছি",1
দাদা আপনার ভিডিওটা  সত্যি খুবই সুন্দর এবং কথাগুলো বোধগম্য|আপনাকে অশেষ ধন্যবাদ|,1
ভাই অনেক সুন্দর  ভাবে পড়ান💝,1
এতো স্লো কথা তার উপরে এত বাজে হাতের লিখা।,0
আপনার বুঝানোর ক্ষমতা অসাধারণ,1
আপনি খুব  ভালো বোঝায়ছেন  ।  আমিও খুব ভালো বুঝেছি স্যার। ভালো বোঝানোর জন্য ধন্যবাদ স্যার।,1
খুব ভালো মানের ইউটিউব চ্যানেল,1
আহা ৫ বছর পরেও ক্লাস গুলো এখনো সবার থেকে ইউনিক🖤অন্যরকম মানেই অন্যরকম🖤ভালোবাসা অবিরাম।🖤,1
আবে এই হয়মনদির পোলায় কি কইবার লাগচে,0
ক্লাস সুন্দর ছিল কিন্তু টার মধ্যে মেয়েলি ভাব আছে,1
ভুল ভাল পড়াচ্ছেন কেন?,0
ধন্যবাদ ....💯💯 ক্লাসটা খুবই ভালো ছিলো.,1
আসলে অনেক ভালো একটা ভিডিও অনেক ভিডিও দেখেছি কোনো ধারণা আসে নি আপনার টা দেখার পর একটু ধারণা এবং ইচ্ছে জেগেছে আরো এগিয়ে যাওয়া। ধন্যবাদ স্যার 💝👍,1
স্যার আপনার ভিডিও গুলো দেখার আগে মনে হতো আমি প্রোগ্রামিং শিখতে পারবো কিনা ? এখন মনে হচ্ছে অবশ্যই পারবো। ভালোবাসা  নিবেন স্যার।💝💝,1
ভাই আপনি  খুব ভাল মানুষ,1
শিক্ষণ সামগ্রী উপযুক্ত এবং স্বল্পতা ছিল।,0
এই কথাগুলো মনে হচ্ছে আপনি গুগেল থেকে নিয়েছেন।।।।।,0
শুদু ত কমেন্ট ই দেখেন পরাবেন কখন,0
আমার তুল্যরোধে হালকা একটু সমস্যা ছিল  কিন্তু এই ক্লাসটা দেখার পর পুরোপুরি ক্লিয়ার হয়ে গেলাম।,1
ভিডিওটা দেখে আমার খুব ভালো লেগেছে,1
আমার কাছে ক্লাসটা অনেক ভালো লেগেছিল,1
খুবই ভালো লাগল আপনার ক্লাসটা করে! 🥰,1
এখানে নতুন সিলেবাস বলতে কত সালের সিলেবাসের কথা বলা হয়েছে স্যর,1
সার গতির সমীকরণটা তো দিলেন না,0
বেশি দূর থেকে বোর্ডের লেখাগুলা দেখা যাচ্ছে না,0
কোর্সটি প্রাথমিক আবেগ বা স্তর না থাকার কারণে আমি বিরক্ত হয়ে যাই।,0
অসাধারণ। এসএসসি এর আগে আবারো অনেক উপকৃত হলাম।ধন্যবাদ  স্যার ❤❤❤,1
একবার আপলোড করেছিলেন সেই ২০১৬ সালে। কিন্তু এরপর থেকে অনন্তকাল প্রতিটা ব্যাচই এটার হেল্প নিতে পারবে যদি ডিলেট করে না দেন। ধন্যবাদ অন্যরকম পাঠাশালা,1
"স্রেফ চুদাড়ু,, দেখলেই মেজাজটা খারাপ হয়ে যায়হ ভাই আমরাতো আইনস্টাইনের নাতি।🤬🤬",0
এবার দশম শ্রেণিতে উঠে রিভিশন ক্লাস করলাম। অনেক অনেক ধন্যবাদ স্যার।,1
নিজে থেকে একটা কথা বলতে দেখলাম না... সব টেন মিনিট থেকে কপি,0
ইংরেজিতে ভিডিওগুলো আমাদের জন্য কষ্টদায়ক হই বাংলায় বললে উপকৃত হতাম,0
খুব ভালো লাগে আপনার ক্লাস ভাই💓💓💓,1
এই কবিতা পুরাই নাস্তিক পানা একজন‌ মুসলিম কবি কিভাবে এমন মতামত দ্বারা তার কবিতা সৃষ্টি করে বুঝতে পারলাম না,0
"আমাদের school  -এ জেটা সারা বছর শেখাতে পারেনি, আপনি সেটা মাত্র  ২০ মিনিট-এ শিখিএ দিলেন  Thank you sir 😘😘😍",1
লেকছার গুলা ক্লিয়ার করলে ভাল হইত,0
কেও আর এইসব ভিডিও খায় না এখন,0
আপনার পড়া ধরন খুবই ভালো লাগে,1
এত পেডের পেডের করস কিন্তু এক্সামে কোনো কামের কাম কিছু হয় নাই,0
এরকম অহংকার করলে জিবনে কখন উন্নতি করতে পারবেন না,0
মাদার** কি পরাস এগুলা 😡😡,0
কিন্তু সাবটাইটেলের কারণে কিছু লিখতে সমস্যা হয়েছে।,0
এত সুন্দর করে বুঝানোর জন্য ধন্যবাদ 🥰 এত লম্বা নাটক বলে পড়তে মন চাইত না এখন খুব বেশী সহজ হয়ে গেছে,1
হালার হালা সুন্দর করি বুজাইচ‌চ‌,0
এতো সুন্দর করে আগে কখনো শিখি নাই।  ধন্যবাদ ভাই। ❤️❤️,1
কোর্সটি প্রাথমিক আবেগ বা স্তর না থাকার কারণে আমি বিরক্ত হয়ে যাই।,0
খুব উপকৃত হলাম ভাইয়া। আপনাকে ধন্যবাদ দিয়েই শেষ করা যাবেনা।  আপনার জন্য থাকবে অনেক অনেক দোয়া,1
এই শিক্ষা প্রদানের উপায়টি বোঝা সহজ এবং প্রভাবশালী ছিল।,1
যদি ভিডিও কোলিটি আরো একটু ভালো হতো তাহলো আরো ভালো লাগতে,0
চমৎকার আপনার বোঝানোর খমতা।আপনাদের  সাথে যুক্ত থাকার কোনো page আছে কি?,1
বেঁচে গেছো রোজার মাস দেখে,0
এই কোর্সটি আমার কর্মসূচির জন্য খুব গুরুত্বপূর্ণ ছিল।,1
আপনিতো জাতির শ্রেষ্ঠ সন্তান। ভালোবাসা অবিরাম। ❤❤❤❤❤,1
ভাবসিলাম অনেক কিছু বুজবো কিন্তু লেওড়াটাও বুঝি নাই,0
গর্ব হয়। আমাদের একজন আনিসুল ইসলাম আছেন। ভালো থাকবেন। প্রিয় স্যার।,1
পড়ানোর মান অনেক কম আপনার,0
স‍্যার আপনি খুব ভালো কথা বলেন।,1
আপনার ক্লাস করে আমি পদার্থ  বিজ্ঞানে আনেক ভাল নাম্বার পেয়েছি,1
"এত চমৎকার কথা বলার স্টাইল, এত সুন্দর?!♥️♥️♥️",1
কতবার বলতেছি সূত্রটা বুঝি নাই বুঝি নাই তাও কেন বুঝাচ্ছেন না,0
"চমৎকার
....শুভ কামনা",1
আপনি অনেক  ভালো ক্লাস করান,1
এতো সুন্দর করে ও যে বোঝানো যায় আপনার এই ভিডিও না দেখলে বুঝতাম না । ওও ভাই ! 🥰,1
আমার অনেক উপকারে এসেছে🤓🤓🤓🤓,1
স্যার আপনার ব্যাকগ্রাউন্ড থেকে অনেক খারাপ Awaj আসতেছিল,0
মাঝখানে যে শব্দ আসছে এটা পড়ার প্রেরণা হারিয়ে যাচ্ছে এই ধরনের শব্দ ব্যবহার করবেন না ভাই,0
ধন্যবাদ সার আপনার জন্য আমাদের মতো লাখ ও শিক্ষার্থী উপকৃত হচ্ছে ❤❤,1
খুব সুন্দর ভাবে বুঝতে পারছি।।,1
হুদাই জীবনের এতগুলা টাইম নষ্ট করলাম এই ভিদিও দেখে,0
আল্লাহ তায়ালা আপনাকে নেক হায়াত দান করুন আমীন 💜😇💕👍,1
সেইরকম ❤️❤️❤️❤️❤️❤️❤️❤️এগিয়ে যান❤️❤️❤️❤️❤️❤️❤️❤️,1
কোর্সটি প্রাথমিক আবেগ বা স্তর পূর্বের জন্য অনুপযোগী ছিল।,0
গতির। সজ্ঞাগুলো মোটেও ভালো বুজাতে পারলেন না ভাই,0
এই নিয়মে এসএসসি বা এইচএসসি এর একটা বোর্ড প্রশ্ন সমাধান করে দিলে ভালো হতো...   এই নিয়মের সাথে আমি কোনো বোর্ড প্রশ্ন সমাধান করে কোনো মিল পাচ্ছি না,1
"এত কম সময়ে সহজভাবে বুঝানোর জন্য ধন্যবাদ, ।",1
আপনার কাছ থেকে অনেক কিছু শিখতে পারলাম  আশা করি আপনার এই ভিডিও টা ভবিষ্যতে আমার অনেক বড় বড় কাজের সমাধান করে দিতে অনেক বড় অবদান রাখবে 😍😍,1
আমি জীবনে অনলাইনে অনেক ক্লাস করেছি। কিন্তু এটাই বেস্ট এবং ইউনিক।।,1
হেগাব কোতায়,0
আপনার সবগুলো ক্লাস অনেক ভালো লাগে 😍,1
আমি যে টপিক টা বুঝিনা আমি সেটা আপনার ক্লাসে দেখে নেই। যার জন্য আমি অনেক উপকৃত । আমার আম্মু আপনার ক্লাস দেখতে বলে। কারণ তিনি জানেন আপনি অনেক ভালো পড়ান।😍🥰🥰😍☺️😊☺️😊😍😍😍,1
হ্যাঁ কোর্সের কন্টেন্ট গুলার মধ্যে আমার মনে হয় আপনার আরো বেটার কিছু ভিডিও দেওয়া উচিত,0
কিছুই তো বুজতি চিনা কী করান এগূলো,0
পড়াইলে ভালো করে পড়ান ।।,0
"আসন্ন পরীক্ষা তে সমাস টা ছেড়েই আসবো ভেবেছিলাম,,আপনার ভিডিও টি  এমন ভাবে এই শেষ মুহূর্তে সাহায্য করলো যে আমৃত্যু মনে থাকবে সমাস,, অসংখ্য ধন্যবাদ।",1
এত সুন্দর করেও বুঝানো যায়! আপনার এই ভিডিও টা না দেখলে আমি কোনোদিন লা শাতেলিয়ার নীতি বুঝতে পারতাম না।আপনাকে অসংখ্য ধন্যবাদ। কি সহজ করে বুঝালেন স্যার!,1
"সত্যিই প্রশংসনীয়,❤❤ শুকরিয়া ",1
খানকি মাগি এখন থামো,0
কবি রা এদের কবিতা গুলো এতো কঠিন কেনো বানাইসে বাল?,0
ভাই বারবার না বললেও চলতো যে এগুলো আপনার মতামত নয়। কেউ বলছে না এগুলো আপনার মতামত। এগুলো কবির ই কথা আমরা জানি। তবে ধন্যবাদ সুন্দর ও সহজভাবে বোঝানোর জন্য,1
"আসসালামু আলাইকুম স্যার, আপনাকে অসংখ্য ধন্যবাদ এতো সহজ এবং সুন্দর ভাবে বুঝানোর জন্য💓 💚",1
আপনার কাছ থেকে যা শিক্ষা পেলাম তা সারা জীবন মনে থাকবে💕💞,1
সব ঠিক অাছে কিন্তু বেশি বকবক করো,0
আপনার জন্য ফিজিক্স বুঝতে পারলাম  🥰🥰🥰অনেক ধন্যবাদ 🥰🥰🥰,1
কি বলবো ভাই।  এত সহজ ও সুন্দর ভাবে যে বুঝালো মাশাআল্লাহ।  এত দিন কঠিন লাগে দেখে পড়ি নাই আজকে চোখে পড়ার সাথে সাথে কমেন্ট দেখে দেখলাম এবং এত বছরের ভয় নিমিষেই শেষ হয়ে গেলো।  সত্যিই অসাধারণ ❤️❤️❤️❤️❤️,1
ক্লাস গুলোর মাধ্যমে অনেক উপকৃত হয়েছি।❤❤💝💝,1
থাম্বনেইল দিসে একটা টপিক বুঝাইসে আরেকটা,0
"আপনার ক্লাস গুলো দেখে অনেক উপকৃত হয় ভাইয়া,আপনাকে অসংখ্য অসংখ্য ধন্যবাদ ভাইয়া ❤",1
ভাই অপরিচিতাটা আবার পড়েন😅,0
কিছু টাকা দিয়ে একটি ভাল স্পিকার কিনে নিন,0
"এতো সহজভাবে,এতো সুন্দরভাবে মন প্রাণ দিয়ে বুঝিয়ে দেওয়ার জন্য আপনাকে অসংখ্য অসংখ্য ধন্যবাদ জানাচ্ছি।।।",1
ভিডিও কোলিটি যদি আরেকটু ভালো হতো তাহলে আরো ভালো হতো,0
খুবই ভালো লাগলো। কাজী নজরুল ইসলাম এই কবিতায় কানো নিজেকে  ইদ্রানি  সুত বলেছেন,1
কোর্সটি প্রদান করা শিক্ষা মানের জন্য যোগ্য ছিল না।,0
ধন্যবাদ সার। আপনি ভাল থাকবেন,1
শুরুটা ভালোই ছিল কিন্তু শেষটা আপনি সুন্দর করতে পারেন নাই,0
এক ভিডিও দেখে আলহামদুলিল্লাহ শিখে ফেললাম,1
চমৎকার জাযাকাল্লাহ খাইরান। ভাই,1
ধন্যবাদ আমি 2025 সালের এসএসসি পরীক্ষার্থী আপনার এই ভিডিওটা দেখে অনেক বেশি পরিমাণ উপকৃত হয়েছে আলহামদুলিল্লাহ লাশাতেলীয় নীতি তে আমার সমস্যা ছিল পূর্বে এখন আমার কনসেপ্ট অনেকটাই ক্লিয়ার হয়েছে❤,1
"ধন্যবাদ ,,, সহজভাবে বোঝানোর জন্য",1
"ধন্যবাদ , অসাধারণ ভিডিও",1
অনেক অনেক সহজভাবে শিখলাম আর বুঝলাম স্যার😇এত্ত সুন্দরভাবে যে বোঝা যেতে পারে লা শাতেলিয়ারের নীতি আপনার ভিডিও না দেখলে জানতাম নাহ😇,1
আপনার প্রতি কৃতজ্ঞতার আমার শেষ নেই। আপনার ভিডিও দেখেই আমি পরীক্ষা দিয়েছি।,1
বাইয়া কি বলেন কিচু বোজা জাই না। তোতলার মত কিরকম কতা বলে ইতে,0
ধন্যবাদ।আত।ম্যামকে আমার সালাম।দিবেন.❤️,1
এত্ত সুন্দর করে বুঝিয়েছেন কিভাবে যে ধন্যবাদ দেব জানিনা। সার শুধু একটাই আবদার এইভাবে সব কবিতা গদ্য দিবেন। ❤️❤️,1
ভয়েজ ক্লিয়ার করেন সার,0
বকবক না করে শুরু করেন,0
introduction এত বড় দিতে হয়,0
কথা একটু সুন্দর করে বলেন,0
"ভাই আল্লাহ আপনার অনেক মঙ্গল করুক আমিন,☺",1
কিভাবে ধন্যবাদ দেবো জানি না🥰🥰🥰🥰🥰🥰🥰,1
প্রশাসনিক সহযোগিতা খুব সুস্বাদু এবং স্ববল্পকে সহায্য করেছে।,1
অগ্রদূত বাংলা বই টা কিভাবে পাবো ভারত থেকে,0
জুম না করলে বুজা ও যাই না ।,0
অসাধারণ লেগেছে।,1
কলেজে ক্লাস করিনি 🙂 ২৮ তারিখ পরিক্ষা আর ২ দিন আসে পরিক্ষার। ভাগ্য ভালে যে ভিডিও টা দেখলাম 🙂,1
"বুঝার থেকে বেশি ফাযলামো করেন কেন,,,আর একটু কম ভাব নিবেন",0
স্লাইড এর কন্টেনট ঠিক নাই,0
ওউ 😱 অসংখ্য ধন্যবাদ আপনাকে। একটা ভিডিও দেখেই আজ আমি একদম ক্লির।,1
শিক্ষক প্লিজ কোর্স প্ল্যান ফিল-আপ করবেন।,0
"বাংলা ছিল আমার খুব অপছন্দের বিষয় কিন্তু আপনার ক্লাস গুলো দেখে অপছন্দ টা অনেকটা দুর হয়েছে,,  ধন্যবাদ আপনাকে",1
খুব দ্রুত সময়ের মধ্যে অনেক কিছু শিখিয়েছেন তাই অনেক অনেক ধন্যবাদ.....আমরা এইরকম ভিডিও চাই যেখানে কম সময়ে বেশি কিছু শেখা যাবে,1
প্রশাসনিক সহযোগিতা খুব সুস্বাদু এবং সবকিছু সহায়ক ছিল।,1
সাউন্ড-এ সমস্যা আছে। শোনা যায় না। সাউন্ড বাড়াতে হবে।,0
"ধন্যবাদ ,খুব ভাল লাগল।",1
পরিক্ষার আগের রাতে বসলাম এর লেকচার দেখতে। কালকে নির্ঘাত ফেইল করবো,0
এই কোর্সটি আমার ক্যারিয়ারে একটি নতুন দিকে নিয়ে গিয়েছে।,1
এই কবিতাটা কিছুই বুঝতেছিলাম না🙂অনেক ক্লাস ও দেখেছিলাম কিন্তু এখন সহজেই বুঝে গেছি🙂,1
লেখা গুলো বড়ো হলে ভালো হতো।,0
কোয়ালিটি এত বাজে ভিডিওর,0
